atom_id,atom_name,review_priority,risk_tier,risk_score,overall_verdict,semantic_status,review_status,has_completed_review,trust_readiness,review_batch_reason,recommended_review_action,trust_blockers
ageoa.sklearn.calibration_iter7.fit_calibrated_model_and_derive_metadata_contracts@ageoa/sklearn/calibration_iter7/atoms.py:66,ageoa.sklearn.calibration_iter7.fit_calibrated_model_and_derive_metadata_contracts,review_now,high,78,misleading,partial,draft,False,review_in_progress,REVIEW_HIGH_RISK_DRAFT_ONLY,complete the existing draft review,TRUST_BLOCK_REVIEW_DRAFT
ageoa.sklearn.calibration_iter7.infer_calibrated_probabilities_and_class_labels@ageoa/sklearn/calibration_iter7/atoms.py:107,ageoa.sklearn.calibration_iter7.infer_calibrated_probabilities_and_class_labels,review_now,high,78,misleading,partial,draft,False,review_in_progress,REVIEW_HIGH_RISK_DRAFT_ONLY,complete the existing draft review,TRUST_BLOCK_REVIEW_DRAFT
ageoa.sklearn.calibration_iter7.initialize_calibration_configuration@ageoa/sklearn/calibration_iter7/atoms.py:30,ageoa.sklearn.calibration_iter7.initialize_calibration_configuration,review_now,high,78,misleading,partial,draft,False,review_in_progress,REVIEW_HIGH_RISK_DRAFT_ONLY,complete the existing draft review,TRUST_BLOCK_REVIEW_DRAFT
ageoa.sklearn.calibration_iter8.fit_calibrated_ensemble_and_expose_metadata@ageoa/sklearn/calibration_iter8/atoms.py:66,ageoa.sklearn.calibration_iter8.fit_calibrated_ensemble_and_expose_metadata,review_now,high,78,misleading,partial,draft,False,review_in_progress,REVIEW_HIGH_RISK_DRAFT_ONLY,complete the existing draft review,TRUST_BLOCK_REVIEW_DRAFT
ageoa.sklearn.calibration_iter8.initialize_calibration_state@ageoa/sklearn/calibration_iter8/atoms.py:30,ageoa.sklearn.calibration_iter8.initialize_calibration_state,review_now,high,78,misleading,partial,draft,False,review_in_progress,REVIEW_HIGH_RISK_DRAFT_ONLY,complete the existing draft review,TRUST_BLOCK_REVIEW_DRAFT
ageoa.sklearn.calibration_iter8.run_calibrated_inference@ageoa/sklearn/calibration_iter8/atoms.py:107,ageoa.sklearn.calibration_iter8.run_calibrated_inference,review_now,high,78,misleading,partial,draft,False,review_in_progress,REVIEW_HIGH_RISK_DRAFT_ONLY,complete the existing draft review,TRUST_BLOCK_REVIEW_DRAFT
ageoa.biosppy.online_filter.filterstateinit@ageoa/biosppy/online_filter/atoms.py:24,ageoa.biosppy.online_filter.filterstateinit,review_now,high,74,acceptable_with_limits,unknown,draft,False,review_in_progress,REVIEW_HIGH_RISK_DRAFT_ONLY,complete the existing draft review,TRUST_BLOCK_REVIEW_DRAFT
ageoa.institutional_quant_engine.kalman_filter.kalmanfilterinit@ageoa/institutional_quant_engine/kalman_filter/atoms.py:28,ageoa.institutional_quant_engine.kalman_filter.kalmanfilterinit,review_now,high,74,acceptable_with_limits,unknown,draft,False,review_in_progress,REVIEW_HIGH_RISK_DRAFT_ONLY,complete the existing draft review,TRUST_BLOCK_REVIEW_DRAFT
ageoa.institutional_quant_engine.kalman_filter.kalmanmeasurementupdate@ageoa/institutional_quant_engine/kalman_filter/atoms.py:65,ageoa.institutional_quant_engine.kalman_filter.kalmanmeasurementupdate,review_now,high,74,acceptable_with_limits,unknown,draft,False,review_in_progress,REVIEW_HIGH_RISK_DRAFT_ONLY,complete the existing draft review,TRUST_BLOCK_REVIEW_DRAFT
ageoa.biosppy.ecg.bandpass_filter@ageoa/biosppy/ecg.py:30,ageoa.biosppy.ecg.bandpass_filter,review_now,high,59,broken,fail,draft,False,review_in_progress,REVIEW_HIGH_RISK_DRAFT_ONLY,complete the existing draft review,TRUST_BLOCK_REVIEW_DRAFT
ageoa.molecular_docking.minimize_bandwidth.extract_final_permutation@ageoa/molecular_docking/minimize_bandwidth/atoms.py:229,ageoa.molecular_docking.minimize_bandwidth.extract_final_permutation,review_now,medium,56,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.greedy_mapping.rungreedymappingpipeline@ageoa/molecular_docking/greedy_mapping/atoms.py:218,ageoa.molecular_docking.greedy_mapping.rungreedymappingpipeline,review_now,medium,49,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.greedy_mapping.initializefrontierfromstartnode@ageoa/molecular_docking/greedy_mapping/atoms.py:57,ageoa.molecular_docking.greedy_mapping.initializefrontierfromstartnode,review_now,medium,45,misleading,partial,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.greedy_mapping.scoreandextendgreedycandidates@ageoa/molecular_docking/greedy_mapping/atoms.py:106,ageoa.molecular_docking.greedy_mapping.scoreandextendgreedycandidates,review_now,medium,45,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.e2e_ppg.kazemi_peak_detection@ageoa/e2e_ppg/atoms.py:20,ageoa.e2e_ppg.kazemi_peak_detection,review_now,medium,41,misleading,partial,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.e2e_ppg.ppg_reconstruction@ageoa/e2e_ppg/atoms.py:41,ageoa.e2e_ppg.ppg_reconstruction,review_now,medium,41,misleading,partial,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.e2e_ppg.ppg_sqa@ageoa/e2e_ppg/atoms.py:69,ageoa.e2e_ppg.ppg_sqa,review_now,medium,41,misleading,partial,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.mint.axial_attention@ageoa/mint/atoms.py:19,ageoa.mint.axial_attention,review_now,medium,41,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.mint.rotary_positional_embeddings@ageoa/mint/atoms.py:66,ageoa.mint.rotary_positional_embeddings,review_now,medium,41,misleading,partial,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.greedy_mapping_d12.orchestrate_generation_and_validate@ageoa/molecular_docking/greedy_mapping_d12/atoms.py:155,ageoa.molecular_docking.greedy_mapping_d12.orchestrate_generation_and_validate,review_now,medium,40,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.greedy_mapping_d12.construct_mapping_state_via_greedy_expansion@ageoa/molecular_docking/greedy_mapping_d12/atoms.py:57,ageoa.molecular_docking.greedy_mapping_d12.construct_mapping_state_via_greedy_expansion,review_now,medium,38,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.kalman_filters.filter_rs.updateposteriorstateandcovariance@ageoa/kalman_filters/filter_rs/atoms.py:116,ageoa.kalman_filters.filter_rs.updateposteriorstateandcovariance,review_soon,medium,59,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.institutional_quant_engine.queue_estimator.initializeorderstate@ageoa/institutional_quant_engine/queue_estimator/atoms.py:23,ageoa.institutional_quant_engine.queue_estimator.initializeorderstate,review_soon,medium,57,misleading,partial,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.institutional_quant_engine.queue_estimator.updatequeueontrade@ageoa/institutional_quant_engine/queue_estimator/atoms.py:53,ageoa.institutional_quant_engine.queue_estimator.updatequeueontrade,review_soon,medium,57,misleading,partial,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.optimize_v2.differentialevolutionoptimization@ageoa/scipy/optimize_v2/atoms.py:54,ageoa.scipy.optimize_v2.differentialevolutionoptimization,review_soon,medium,57,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.mint.fasta_dataset.dataset_state_initialization@ageoa/mint/fasta_dataset/atoms.py:20,ageoa.mint.fasta_dataset.dataset_state_initialization,review_soon,medium,56,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.biosppy.ecg_zz2018_d12.assemblezz2018sqi@ageoa/biosppy/ecg_zz2018_d12/atoms.py:77,ageoa.biosppy.ecg_zz2018_d12.assemblezz2018sqi,review_soon,medium,53,misleading,partial,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.build_interaction_graph.weighted_interaction_edge_derivation@ageoa/molecular_docking/build_interaction_graph/atoms.py:44,ageoa.molecular_docking.build_interaction_graph.weighted_interaction_edge_derivation,review_soon,medium,51,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.jFOF.find_fof_clusters@ageoa/jFOF/atoms.py:21,ageoa.jFOF.find_fof_clusters,review_soon,medium,50,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.e2e_ppg.kazemi_wrapper_d12.wrapperevaluate@ageoa/e2e_ppg/kazemi_wrapper_d12/atoms.py:33,ageoa.e2e_ppg.kazemi_wrapper_d12.wrapperevaluate,review_soon,medium,47,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.institutional_quant_engine.almgren_chriss_v2.optimalexecutiontrajectory@ageoa/institutional_quant_engine/almgren_chriss_v2/atoms.py:31,ageoa.institutional_quant_engine.almgren_chriss_v2.optimalexecutiontrajectory,review_soon,medium,47,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.institutional_quant_engine.avellaneda_stoikov_d12.optimalquotecalculation@ageoa/institutional_quant_engine/avellaneda_stoikov_d12/atoms.py:43,ageoa.institutional_quant_engine.avellaneda_stoikov_d12.optimalquotecalculation,review_soon,medium,47,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.quantum_solver_d12.quantumcircuitsampler@ageoa/molecular_docking/quantum_solver_d12/atoms.py:210,ageoa.molecular_docking.quantum_solver_d12.quantumcircuitsampler,review_soon,medium,47,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.quantum_solver_d12.quantumsolutionextractor@ageoa/molecular_docking/quantum_solver_d12/atoms.py:285,ageoa.molecular_docking.quantum_solver_d12.quantumsolutionextractor,review_soon,medium,47,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.quantum_solver_d12.quantumsolverorchestrator@ageoa/molecular_docking/quantum_solver_d12/atoms.py:37,ageoa.molecular_docking.quantum_solver_d12.quantumsolverorchestrator,review_soon,medium,47,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.quant_engine.execute_passive@ageoa/quant_engine/atoms.py:115,ageoa.quant_engine.execute_passive,review_soon,medium,42,misleading,partial,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.quant_engine.execute_pov@ageoa/quant_engine/atoms.py:84,ageoa.quant_engine.execute_pov,review_soon,medium,42,misleading,partial,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.mcmc_foundational.advancedhmc.trajectory.nutstransitionkernel@ageoa/mcmc_foundational/advancedhmc/trajectory/atoms.py:64,ageoa.mcmc_foundational.advancedhmc.trajectory.nutstransitionkernel,review_soon,medium,41,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.pronto.yaw_lock.initializeyawlockstate@ageoa/pronto/yaw_lock/atoms.py:20,ageoa.pronto.yaw_lock.initializeyawlockstate,review_soon,medium,41,misleading,partial,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.greedy_mapping.validatecurrentmapping@ageoa/molecular_docking/greedy_mapping/atoms.py:176,ageoa.molecular_docking.greedy_mapping.validatecurrentmapping,review_soon,medium,40,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.pronto.dynamic_stance_estimator_d12.stancestateinit@ageoa/pronto/dynamic_stance_estimator_d12/atoms.py:24,ageoa.pronto.dynamic_stance_estimator_d12.stancestateinit,review_soon,medium,36,misleading,partial,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.pronto.ekf_smoother_d12.stateestimatorinit@ageoa/pronto/ekf_smoother_d12/atoms.py:21,ageoa.pronto.ekf_smoother_d12.stateestimatorinit,review_soon,medium,36,misleading,partial,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.institutional_quant_engine.avellaneda_stoikov.computeinventoryadjustedquotes@ageoa/institutional_quant_engine/avellaneda_stoikov/atoms.py:32,ageoa.institutional_quant_engine.avellaneda_stoikov.computeinventoryadjustedquotes,review_soon,medium,35,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.jax_advi.optimize_advi.posteriordrawsampling@ageoa/jax_advi/optimize_advi/atoms.py:67,ageoa.jax_advi.optimize_advi.posteriordrawsampling,review_soon,medium,35,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.mint.axial_attention.rowselfattention@ageoa/mint/axial_attention/atoms.py:18,ageoa.mint.axial_attention.rowselfattention,review_soon,medium,35,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.mint.encoding_dist_mat.encodedistancematrix@ageoa/mint/encoding_dist_mat/atoms.py:17,ageoa.mint.encoding_dist_mat.encodedistancematrix,review_soon,medium,35,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.minimize_bandwidth.compute_symmetric_bandwidth_reducing_order@ageoa/molecular_docking/minimize_bandwidth/atoms.py:287,ageoa.molecular_docking.minimize_bandwidth.compute_symmetric_bandwidth_reducing_order,review_soon,medium,35,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.quantum_solver.adiabaticquantumsampler@ageoa/molecular_docking/quantum_solver/atoms.py:78,ageoa.molecular_docking.quantum_solver.adiabaticquantumsampler,review_soon,medium,35,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.quantum_solver.quantumproblemdefinition@ageoa/molecular_docking/quantum_solver/atoms.py:30,ageoa.molecular_docking.quantum_solver.quantumproblemdefinition,review_soon,medium,35,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.quantum_solver.solutionextraction@ageoa/molecular_docking/quantum_solver/atoms.py:144,ageoa.molecular_docking.quantum_solver.solutionextraction,review_soon,medium,35,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.pronto.state_estimator.update_state_estimate@ageoa/pronto/state_estimator/atoms.py:24,ageoa.pronto.state_estimator.update_state_estimate,review_soon,medium,34,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.hftbacktest.evaluate_spread_conditions@ageoa/hftbacktest/atoms.py:67,ageoa.hftbacktest.evaluate_spread_conditions,review_soon,medium,33,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.hftbacktest.update_glft_coefficients@ageoa/hftbacktest/atoms.py:37,ageoa.hftbacktest.update_glft_coefficients,review_soon,medium,33,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.institutional_quant_engine.fractional_diff.fractional_differentiator@ageoa/institutional_quant_engine/fractional_diff/atoms.py:18,ageoa.institutional_quant_engine.fractional_diff.fractional_differentiator,review_soon,medium,33,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.mint.incremental_attention.enable_incremental_state_configuration@ageoa/mint/incremental_attention/atoms.py:16,ageoa.mint.incremental_attention.enable_incremental_state_configuration,review_soon,medium,33,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.greedy_subgraph.greedy_maximum_subgraph@ageoa/molecular_docking/greedy_subgraph/atoms.py:25,ageoa.molecular_docking.greedy_subgraph.greedy_maximum_subgraph,review_soon,medium,33,misleading,unknown,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.minimize_bandwidth.enumerate_threshold_based_permutations@ageoa/molecular_docking/minimize_bandwidth/atoms.py:346,ageoa.molecular_docking.minimize_bandwidth.enumerate_threshold_based_permutations,review_soon,medium,33,misleading,fail,missing,False,not_reviewed,REVIEW_MEDIUM_RISK_MISLEADING,review before remediation or promotion,TRUST_BLOCK_REVIEW_MISSING
ageoa.kalman_filters.static_kf.initializelineargaussianstatemodel@ageoa/kalman_filters/static_kf/atoms.py:23,ageoa.kalman_filters.static_kf.initializelineargaussianstatemodel,review_soon,medium,59,acceptable_with_limits,partial,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.pronto.yaw_lock.setjointposeandinitialangles@ageoa/pronto/yaw_lock/atoms.py:105,ageoa.pronto.yaw_lock.setjointposeandinitialangles,review_soon,medium,59,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.pronto.yaw_lock.setstandinglinktargets@ageoa/pronto/yaw_lock/atoms.py:142,ageoa.pronto.yaw_lock.setstandinglinktargets,review_soon,medium,59,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.belief_propagation.loopy_bp.initialize_message_passing_state@ageoa/belief_propagation/loopy_bp/atoms.py:23,ageoa.belief_propagation.loopy_bp.initialize_message_passing_state,review_soon,medium,57,acceptable_with_limits,partial,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.biosppy.ecg_zz2018_d12.computebeatagreementsqi@ageoa/biosppy/ecg_zz2018_d12/atoms.py:20,ageoa.biosppy.ecg_zz2018_d12.computebeatagreementsqi,review_soon,medium,53,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.biosppy.ecg_zz2018_d12.computefrequencysqi@ageoa/biosppy/ecg_zz2018_d12/atoms.py:38,ageoa.biosppy.ecg_zz2018_d12.computefrequencysqi,review_soon,medium,53,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.jax_advi.optimize_advi.meanfieldvariationalfit@ageoa/jax_advi/optimize_advi/atoms.py:22,ageoa.jax_advi.optimize_advi.meanfieldvariationalfit,review_soon,medium,53,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.optimize_v2.shgoglobaloptimization@ageoa/scipy/optimize_v2/atoms.py:27,ageoa.scipy.optimize_v2.shgoglobaloptimization,review_soon,medium,53,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.spatial_v2.delaunaytriangulation@ageoa/scipy/spatial_v2/atoms.py:35,ageoa.scipy.spatial_v2.delaunaytriangulation,review_soon,medium,53,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.spatial_v2.voronoitessellation@ageoa/scipy/spatial_v2/atoms.py:18,ageoa.scipy.spatial_v2.voronoitessellation,review_soon,medium,53,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.biosppy.svm_proc.cross_validation@ageoa/biosppy/svm_proc/atoms.py:262,ageoa.biosppy.svm_proc.cross_validation,review_soon,medium,52,acceptable_with_limits,partial,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.neurokit2.averageqrstemplate@ageoa/neurokit2/atoms.py:40,ageoa.neurokit2.averageqrstemplate,review_soon,medium,52,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.neurokit2.zhao2018hrvanalysis@ageoa/neurokit2/atoms.py:21,ageoa.neurokit2.zhao2018hrvanalysis,review_soon,medium,52,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.particle_filters.basic.particle_propagation_kernel@ageoa/particle_filters/basic/atoms.py:44,ageoa.particle_filters.basic.particle_propagation_kernel,review_soon,medium,52,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.sparse_graph_v2.allpairsshortestpath@ageoa/scipy/sparse_graph_v2/atoms.py:45,ageoa.scipy.sparse_graph_v2.allpairsshortestpath,review_soon,medium,52,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.sparse_graph_v2.minimumspanningtree@ageoa/scipy/sparse_graph_v2/atoms.py:65,ageoa.scipy.sparse_graph_v2.minimumspanningtree,review_soon,medium,52,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.sparse_graph_v2.singlesourceshortestpath@ageoa/scipy/sparse_graph_v2/atoms.py:20,ageoa.scipy.sparse_graph_v2.singlesourceshortestpath,review_soon,medium,52,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.institutional_quant_engine.almgren_chriss_v2.riskaversioninit@ageoa/institutional_quant_engine/almgren_chriss_v2/atoms.py:16,ageoa.institutional_quant_engine.almgren_chriss_v2.riskaversioninit,review_soon,medium,47,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.institutional_quant_engine.avellaneda_stoikov_d12.marketmakerstateinit@ageoa/institutional_quant_engine/avellaneda_stoikov_d12/atoms.py:16,ageoa.institutional_quant_engine.avellaneda_stoikov_d12.marketmakerstateinit,review_soon,medium,47,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.biosppy.ecg_hamilton_d12.hamilton_segmenter@ageoa/biosppy/ecg_hamilton_d12/atoms.py:18,ageoa.biosppy.ecg_hamilton_d12.hamilton_segmenter,review_soon,medium,45,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.biosppy.ecg_zz2018_d12.computekurtosissqi@ageoa/biosppy/ecg_zz2018_d12/atoms.py:58,ageoa.biosppy.ecg_zz2018_d12.computekurtosissqi,review_soon,medium,45,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.biosppy.emg_solnik_d12.solnik_onset_detect@ageoa/biosppy/emg_solnik_d12/atoms.py:19,ageoa.biosppy.emg_solnik_d12.solnik_onset_detect,review_soon,medium,45,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
ageoa.pronto.dynamic_stance_estimator.predictstep@ageoa/pronto/dynamic_stance_estimator/atoms.py:49,ageoa.pronto.dynamic_stance_estimator.predictstep,review_soon,medium,45,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_LIMITATIONS_UNDOCUMENTED,document limitations before broader reuse,TRUST_BLOCK_REVIEW_MISSING
